,show_title,imdb_rating,release_year,runtime,genre,parental_guideline,imdb_votes,synopsis
346,Star Wars: Droids,6,1985-1986,32.940366972477065,"Animation, Action, Adventure",,"1,719",The adventures of R2-D2 and C-3PO years before serving the Rebel Alliance. The series features several story arcs and one hour-long special.
347,The Invisible Man,7.5,2000-2002,120,"Action, Comedy, Sci-Fi",,"3,172","A thief and conman is given the means to become invisible, and ends up working for a government agency."
348,Vixen,7.1,2015-2016,5,"Animation, Short, Action",TV-PG,"3,473","Vixen is based on the DC Character Mari McCabe / Vixen, a costumed superhero crime-fighter with the power to mimic the abilities of any animal that has ever lived on Earth."
349,The Epic Tales of Captain Underpants,6.7,2018-2020,24,"Animation, Short, Action",TV-Y7,860,"Best friends George and Harold scheme together a number of pranks at school involving their principal, whose alter ego is a superhero they created called Captain Underpants."
350,Freakazoid!,7.5,1995-1997,30,"Animation, Short, Action",TV-G,"7,832","Washington, D.C. has a new defender: Freakazoid. The comedy and insanity never stop when he's around, and he's only one of the weird heroes of the series. It's better than a nice tub of good things."
351,Danger Mouse,7.4,1981-1992,25,"Animation, Comedy, Family",TV-Y,"3,467","Danger Mouse, the greatest secret agent in the world, must follow Colonel K's orders (and try not to break Professor Squawkencluck's inventions) to foil Baron Greenback's and his henchman Stiletto's plans."
352,Blue Thunder,6.2,1984,60,"Action, Crime, Drama",,"1,848",An advanced prototype police helicopter and their ground support crew battle crime.
353,Xiaolin Showdown,7.4,2003-2006,30,"Animation, Action, Adventure",TV-Y7,"7,054",A young Xiaolin monk named Omi with a giant yellow head leads a trio of other students to collect powerful items known as Shen Gong Wu while battling the evil Jack Spicer who is also after the artifacts
354,Mummies Alive!,7.1,1997-1998,30,"Animation, Action, Adventure",TV-Y7,"1,289","In present day US, a kid releases four ancient Egyptian mummy warriors who help him fight a revived Egyptian evil mummy sorcerer who wants to take over the world."
355,Wolverine: Lost Chapters,7.4,2019- ,28,Action,,16,"After being shot in the head with an Adamantium bullet, Logan awakens with Amnesia and more questions than answers. These are the lost chapters of Logan's story, his dark and gritty journey... See full summary »"
356,Fist of the North Star,8.3,1984-1988,25,"Animation, Action, Adventure",TV-14,"3,029","In the year 199X, human civilization has been all but destroyed by a nuclear holocaust. In an age where the strong rule over the weak, the survivors of the fallout struggle over the ... See full summary »"
357,The Scooby-Doo/Dynomutt Hour,7.6,1976-1978,24,"Animation, Adventure, Comedy",TV-G,"3,290",Scooby Doo and the gang solve mysteries; then Blue Falcon and Dynomutt fight crime in each two-part episode of this animated series.
358,Godzilla: The Series,6.8,1998-2001,30,"Animation, Action, Crime",TV-Y7,"2,408","In this direct sequel to the 1998 Godzilla movie, Dr. Nico Tatopoulos leads a team, known as H.E.A.T, to battle giant monsters with the help of Godzilla's only living offspring."
359,A Pup Named Scooby-Doo,6.8,1988-1991,30,"Animation, Adventure, Comedy",TV-G,"5,171","A pre-teen version of Scooby Doo, with a pint-sized version of the title character."
360,RoboCop: Prime Directives,4.7,2001,375,"Action, Crime, Sci-Fi",R,"2,563","Thirteen years after the original Robocop, Delta City, considered to be ""The Safest Place On Earth!"", has become a futuristic city owned and operated by OCP, and RoboCop, Alex Murphy has ... See full summary »"
361,Transformers: Robots in Disguise,6,2014-2020,22,"Animation, Action, Adventure",TV-Y7,"1,025","When a new army of Decepticons appear, Bumblebee must lead a new team of Autobots to Earth against their eternal foes."
362,Battle of the Planets,7.6,1978-1980,30,"Animation, Action, Adventure",TV-Y7,"1,948",A five-member superhero team called G-Force fights to defend Earth and its space colonies from the threat of the planet Spectra.
363,Green Lantern: The Animated Series,8,2011-2013,25,"Animation, Action, Adventure",TV-PG,"6,631",The further adventures of Hal Jordan and his comrades of the Green Lantern Corps.
364,Frisky Dingo,8.1,2006-2008,11,"Animation, Comedy, Sci-Fi",TV-MA,"7,255","A philandering billionaire playboy who moonlights as the superhero, Awesome X, faces against his greatest adversary, Killface, but finds balancing his business and superhero lives difficult."
365,Max Steel,6.7,2000-2015,23,"Animation, Action, Adventure",TV-Y7-FV,"1,091","Now it's all up to Max. Can he infiltrate the Pantheon, find a cure that will restore Alex's humanity, free Rayne and Cytro, defeat the army of Terror Energy powered minions, and stop Terrorax once and for all?"
366,Witchblade,7.1,2006,32.940366972477065,"Animation, Action, Adventure",TV-MA,"1,415","In order to protect her daughter, a young single mother is forced to fight after acquiring a powerful ancient weapon."
367,M.A.N.T.I.S.,6.4,1994-1995,60,"Action, Sci-Fi",TV-G,733,"A paralyzed African-American scientist builds a powerful exo-skeleton in order to walk again, and uses his new abilities to fight crime."
368,Justice League Action,7.6,2016-2018,11,"Animation, Action, Adventure",TV-Y7,"2,019","Batman, Superman and Wonder Woman will lead the DC Super Heroes against their most infamous foes."
369,V.R. Troopers,5.8,1994-1996,30,"Action, Adventure, Family",TV-Y7,"1,023","A trio of teenagers gain powers from ""Virtual Reality"" to fight the evil forces of Grimlord."
371,Bravest Warriors,8,2012-2018,5,"Animation, Action, Adventure",TV-PG,"3,419",Four teenage heroes-for-hire warp through the universe to save adorable aliens and their worlds using the power of their emotions.
372,The Mask,7,1995-1997,30,"Animation, Short, Action",TV-Y7,"12,392",The further adventures of Stanley Ipkiss (Rob Paulsen) and his magic reality defying mask.
373,The Middleman,8.1,2008,43,"Comedy, Drama, Sci-Fi",TV-14,"2,973",A struggling artist is recruited by a secret agency to fight against evil forces. Based on the graphic novels by Javier Grillo-Marxuach and Les McClaine.
374,Captain Power and the Soldiers of the Future,7.6,1987-1988,30,"Action, Sci-Fi",Not Rated,"1,283",A group of guerilla fighters battle the evil machine forces that dominate a future Earth.
375,Krypto the Superdog,5.8,2005-2006,30,"Animation, Action, Adventure",TV-Y,"1,063",The adventures of the Kryptonian superhero dog and his friends.
376,Zero,5.6,2021,27,"Action, Comedy, Drama",TV-MA,"1,233","A teen with the power of invisibility is dragged into a small-time criminal's quest to rule the neighborhood, and gets to know a mysterious art student."
377,Stingray,7.5,1985-1989,48,"Crime, Drama, Mystery",TV-14,782,"""Ray"", a man of mystery, gets people out of trouble, asking for favors in return."
378,Transformers: Rescue Bots,6.5,2011-2016,20,"Animation, Short, Action",TV-Y7,900,The Rescue Bots are Transformers that work with a family of heroes to rescue humans from disasters. These non-violent Transformer stories were aimed at pre-school viewers.
379,The Crow: Stairway to Heaven,6.5,1998-1999,43,"Action, Crime, Drama",,"2,431","A deceased street musician returns to life, and must restore the balance between good and evil to be reunited with his dead girlfriend."
380,Transformers: Animated,6.6,2007-2009,20,"Animation, Action, Family",TV-Y7,"2,164",Transformers crash land on present day Earth and inadvertently cause a technological revolution. They wake up 50 years later in a world where robots are used in everyday life. StarScream arrives looking for their AllSpark.
381,BeetleBorgs,6.4,1996-1998,23,"Action, Adventure, Comedy",TV-Y7,"1,296",Their wish to become comic book heroes forces three kids to take on the heroes' mortal enemies.
382,The Girl from U.N.C.L.E.,6.9,1966-1967,60,"Action, Adventure, Comedy",,451,The missions of agent April Dancer of the United Network Command for Law and Enforcement.
383,Sonic Underground,6.1,1999-2000,30,"Animation, Short, Action",TV-Y7,"2,869","Sonic and his royal siblings seek to find their mother and defeat the tyrant, Robotnik."
384,Mighty Ducks: The Animated Series,6.5,1996-1997,30,"Animation, Short, Action",TV-Y7,"1,882",A team of humanoid duck ice hockey team/freedom fighters fight evil between games.
385,Jake 2.0,6.8,2003-2004,60,"Drama, Sci-Fi",,"3,596","Jake Foley is a computer technician for the N.S.A., who secretly longs for a chance to work in the field. Circumstance puts him in a top secret laboratory, in the middle of a shoot-out ... See full summary »"
386,Sym-Bionic Titan,8.1,2010-2011,32.940366972477065,"Animation, Action, Adventure",TV-PG,"2,640","Three young alien beings with the ability to form a giant robotic warrior attempt to blend into suburbia, all while battling the tyrannical forces that ravaged their home world."
387,Fantastic Four: The Animated Series,6.5,1994-1996,22,"Animation, Action, Sci-Fi",,"3,435",The adventures of Marvel Comic's greatest superhero team.
388,Spider-Man,7,1981-1982,30,"Animation, Action, Adventure",TV-Y7,"1,458",The web slinging superhero battles crime in New York City.
389,Bibleman,3.1,1995- ,32.940366972477065,"Family, Sci-Fi",TV-Y7,785,"Miles Peterson had everything: Money, power, fame...Until he lost it. Then Miles finds the power of God and harnesses that power to become Bibleman."
390,Ewoks,6,1985-1987,30,"Animation, Adventure, Family",TV-G,"1,890","A stand-alone collection of stories, Star Wars Ewoks focuses on the fur-balls from Return of the Jedi and their many misadventures into the unknown, the magical and downright absurd. So is the life of an Ewok."
391,Adventures of Sonic the Hedgehog,6.4,1993,30,"Animation, Short, Action",TV-Y,"3,678","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons."
392,Randy Cunningham: 9th Grade Ninja,6.6,2012-2015,15,"Animation, Short, Action",TV-G,"1,165",An ordinary ninth grader is chosen to become The Ninja. He is tasked with protecting the town from evil as well as balancing his school life with friends and homework.
393,Deadpool,5.5,2013,11,"Action, Comedy, Fantasy",,491,Deadpool is hired and smitten by the enigmatically psychotic Typhoid Mary. But who is his target?
394,ThunderCats Roar,2,2020,11,"Animation, Action, Comedy",TV-Y7-FV,"2,309","This upcoming Cartoon Network series centers around Lion-O and his wacky misadventures, as he tries to defeat the evil Mumm-Ra."
397,Popeye the Sailor,7.1,1960-1962,30,"Animation, Adventure, Comedy",TV-G,"11,659","The continuing animated adventures of Olive Oyl, Wimpy, Swee'pea and Popeye."
398,Robotech,8.5,1985,30,"Animation, Action, Adventure",TV-Y7,"3,632",An alien spaceship crash lands on Earth and the technology and secrets she bears lead Earth into three destructive interplanetary wars.
399,Power Rangers Operation Overdrive,5.5,2007,22,"Action, Adventure, Sci-Fi",TV-Y7,"1,375","Five teenagers must locate and secure ancient relics with unbelievable power, while at the same time stop a demonic corporation who want the relics for their power."
400,Hong Kong Phooey,6.9,1974-1975,22,"Animation, Action, Adventure",TV-G,"3,523",A kung-fu-fighting pup and his snickering cat sidekick battle crime.
402,Power Rangers Turbo,5.7,1997-1998,30,"Action, Adventure, Family",TV-Y7,"2,358",Divatox has begun her invasion on Earth and the Power Rangers trade in their Zeo crystal powers for Turbo technology powers to combat this new threat.
403,Ninja Turtles: The Next Mutation,4.5,1997-1998,20,"Action, Adventure, Comedy",TV-Y7,"1,531","""the heroes in a half-shell"" return to stop the evil Dragonlord with help from their newest member, Venus DiMilo."
404,Scooby-Doo and Scrappy-Doo,6.4,1979-1983,30,"Animation, Adventure, Comedy",TV-G,"3,920",The adventures of the mystery solving dog and his nephew.
405,Duck Dodgers,7.7,2003-2005,30,"Animation, Short, Action",TV-Y7,"7,162","Animated science fiction series based on the alter ego of Looney Tunes star Daffy Duck, the semi-heroic, yet incompetent, space Captain Duck Dodgers."
406,Swat Kats: The Radical Squadron,8.4,1993-1995,22,"Animation, Action, Family",TV-PG,"4,298","In a world of anthropomorphic felines, two demoted fighter pilots battle evil as high flying masked vigilantes."
407,Hulk and the Agents of S.M.A.S.H.,6.1,2013-2015,23,"Animation, Action, Adventure",TV-Y7,"2,954","The Incredible Hulk teams up with Red Hulk, She-Hulk, Skaar, and Rick Jones aka A-Bomb to battle the forces of evil in front of cameras for Rick's web-based series to show the Hulk is more hero than monster."
408,Powerpuff Girls Z,5.3,2006-2019,32.940366972477065,"Animation, Action, Adventure",,537,Three ordinary girls gain superpowers and protect their home city from a variety of villains.
409,The Highwayman,6.6,1987-1988,60,"Action, Sci-Fi",,447,"Series starring a big high-tech 18-wheeler. The driver, the title's 'Highwayman' was one of a team of federal marshals empowered to right wrongs ""where ordinary laws do not reach"" - and to ... See full summary »"
410,Swamp Thing,6.5,1990-1993,30,Sci-Fi,,929,"When an attempt on Dr. Alec Holland's life leaves him consumed by deadly chemicals and fire, the swamps of Louisiana transform him into a superhuman creature hell-bent on ridding the swamp--and the world--of the evil that men do."
411,Power Rangers Lightspeed Rescue,6.5,2000-2001,30,"Action, Adventure, Drama",TV-Y7,"1,876",Five young adults are recruited by the Lightspeed Rescue organization to protect the city of Marnier Bay from the forces of evil.
412,Johnny Test,6.9,2021- ,32.940366972477065,"Animation, Action, Comedy",TV-Y7,303,"Johnny Test has exciting adventures with his genetically-engineered superdog, Dukey, and his science-loving sisters, Susan and Mary."
413,Silverhawks,7.3,1986- ,23,"Action, Sci-Fi, Family",TV-Y7,"3,073",A team of cyborgs protects Limbo from Mon Star and his gang.
414,The Super Hero Squad Show,6.1,2009-2011,32.940366972477065,"Animation, Action, Comedy",TV-Y7,"1,752","Marvel's greatest heroes and evilest of villains battle it out in action packed, yet somewhat satirical alternate universe-style adventures."
415,Biker Mice from Mars,7,1993-1996,30,"Animation, Action, Adventure",TV-Y7,"4,462","When three alien motorcycle riding mice are forced to leave their home planet of Mars thanks to the evil mining Plutarkians, they rebel against their enemies on planet Earth and the city of Chicago."
416,Kamen Rider Revice,8.2,2021-2022,25,"Action, Adventure, Comedy",TV-PG,73,"Deadmans is an organization that worships demons. Through the use of mysterious Vistamps, monsters called Deadman are born from within humans. Fighting to protect his family from Deadmans' ... See full summary »"
417,"Sabrina, the Animated Series",5.9,1999-2000,30,"Animation, Comedy, Family",TV-Y,"3,445",Short lived animated spin off of the television series Sabrina the Teenage Witch. The animated series is a prequel which features Sabrina as a pre-teen girl with small witch powers. Also ... See full summary »
418,Megas XLR,8.2,2004-2005,30,"Animation, Short, Action",TV-Y7-FV,"5,714",Two teenage slackers find a mecha from the future that had been lying in a New Jersey junkyard for nearly 60 years and make modifications much to the dismay of the robot's attractive creator.
419,Jason of Star Command,6.5,1978-1981,30,"Action, Adventure, Family",,358,A young Space Command officer fights the evil space lord Dragos and his minions in his jurisdiction of the universe.
420,DC Super Hero Girls,6,2015-2018,3,"Animation, Short, Action",TV-Y7,702,"At Super Hero High, iconic super heroes like Wonder Woman, Supergirl, Batgirl, Harley Quinn, Bumblebee, Poison Ivy, and Katana navigate all the twists and turns of high school."
421,The Real Adventures of Jonny Quest,7.7,1996-1997,21,"Animation, Action, Adventure",TV-PG,"2,485",A teenager and his extended family investigate the supernatural and other mysteries around the world.
422,The Invisible Man,6.7,1975-1976,60,"Adventure, Sci-Fi, Thriller",,875,"The weekly adventures of Dr. Daniel Westin, an invisible scientist working as an agent for a private thinktank."
423,ReBoot: The Guardian Code,3.8,2018,30,"Action, Comedy, Drama",TV-Y7-FV,"1,188",Four teenagers are recruited by an AI to help protect both cyberspace and the real world.
424,El Deafo,8.2,2022- ,25,"Animation, Adventure, Comedy",TV-G,69,Follows a kid as she loses her hearing and finds her inner superhero.
425,The Neighbor,6.6,2019-2021,30,"Action, Comedy",,"2,109","Javier is going through a bad patch: he can hardly make it to the end of the month, his business of T-shirts with de-motivational slogans is not quite getting the attention, and his ... See full summary »"
426,Space Ghost,7.3,1966-1968,30,"Animation, Action, Adventure",TV-Y7,"1,767",The adventures of a space superhero who can become invisible and his sidekicks.
427,Super Why!,6.1,2007-2016,30,"Animation, Family",TV-Y,826,A group of characters who live at a library turn into superheroes and then go into books; using early reading skills to save the day. They later use a problem from the story one of them faced and apply it to their own lives.
428,Underdog,7.2,1964-1973,32.940366972477065,"Animation, Action, Adventure",TV-G,"2,348",The adventures of a rhyming canine superhero.
429,Captain Scarlet and the Mysterons,7.8,1967-1968,25,"Animation, Action, Family",TV-PG,"1,629","In 2068, the indestructible Captain Scarlet leads the agents of Spectrum in a war of nerves against the Mysterons from Mars."
430,Aaron Stone,6.7,2009-2010,32.940366972477065,"Action, Adventure, Family",TV-Y7,932,"Sixteen-year old Charlie Landers is a legend in the online video game world. Via his avatar, Aaron Stone, Charlie is the best player in the world at the video game, Hero Rising. His life is... See full summary »"
431,The Krofft Supershow,7.5,1976-1978,32.940366972477065,"Family, Fantasy, Sci-Fi",,186,An anthology of live-action fantasy/adventure shows hosted by musical group Kaptain Kool and the Kongs.
432,The Rocketeer,5.1,2019-2020,32.940366972477065,"Animation, Short, Action",TV-Y,166,"A girl inherits the persona of The Rocketeer, and with the help of her gadget-building friend they tackle epic adventures."
433,Legion of Super Heroes,7.1,2006-2008,32.940366972477065,"Animation, Action, Comedy",Not Rated,"1,528","The adventures of a young Clark Kent, as Superman, during his time with a team of teenage superheroes in the far future."
434,Ultraman: A Special Effects Fantasy Series,7.9,1965-1967,30,"Action, Adventure, Comedy",TV-14,712,A human member of a defense force is given the life and ability to change into a giant super-hero to battle the monsters that wreaks havoc on Earth.
435,Spy Kids: Mission Critical,5.1,2018- ,32.940366972477065,"Animation, Action, Adventure",TV-Y7-FV,369,"The series centers around brother and sister team Juni and Carmen Cortez as they attend Spy Kids Academy, a top secret spy school for kid agents. When a new counter-spy agency threatens the... See full summary »"
436,Rambo,6.4,1986,30,"Animation, Action, Adventure",TV-Y7,685,"On Colonel Trautman's request, John Rambo leads special unit The Force of Freedom against paramilitary terrorist organization S.A.V.A.G.E. (Specialist-Administrators of Vengeance, Anarchy and Global Extortion) all over the globe."
437,Street Sharks,6.3,1994-1996,22,"Animation, Action, Adventure",TV-Y7,"2,585","Ripster, Jab, Streex and Slammu must protect their reputations and change the way they are being viewed in Fission City. They must fight Dr. Piranoid as well as finding their father once and for all..."
438,The Legend of Tarzan,6.8,2001-2003,22,"Animation, Action, Adventure",TV-Y,"2,962",The further adventures of the jungle hero Tarzan (1999) and his friends.
439,Blood+,7.6,2005-2006,32.940366972477065,"Animation, Action, Adventure",TV-MA,"4,494","In present day Okinawa, a young amnesiac girl named Saya combats vicious, shape-shifting vampires. Her adoptive family and friends help her track down their source and uncover her past."
440,¡Mucha Lucha!,5.8,2002-2005,22,"Animation, Short, Action",TV-Y7-FV,"2,836",The Story of three masked wrestlers in Wrestling school.
441,Fantastic Four: World's Greatest Heroes,6.8,2006-2010,30,"Animation, Action, Family",TV-Y7,"2,344",The adventures of the Marvel Universe's premiere superhero family.
442,Monsters vs. Aliens,5.8,2013-2014,15,"Animation, Short, Action",TV-Y7,"1,197",The further adventures of Susan and her monster friends as they defend Earth from various alien and supernatural threats.
443,El Tigre: The Adventures of Manny Rivera,6.3,2007-2008,32.940366972477065,"Animation, Short, Action",TV-Y7,"1,718","The daily adventures of a 12 year old Mexican superhero dealing with bizarre enemies, as well as his own superhero father and villain grandfather."
444,The Legend of Zelda,6.3,1989,15,"Animation, Action, Adventure",TV-Y7-FV,"1,598","Based on the popular Nintendo game of the same name. Link and Princess Zelda protect the mystical artifact, the Triforce of Wisdom, from falling into the hands of the evil sorcerer Ganon."
445,Action Pack,6.3,2022- ,29,"Animation, Action, Adventure",TV-Y,60,"Follows a group of kids who use their super powers to implement lessons and bring out the good in everything, even in villains."
446,Thundarr the Barbarian,7.5,1980-1981,30,"Animation, Action, Adventure",TV-Y7,"1,466",Thundarr the Barbarian and his companions Ookla the Mok and Princess Ariel wander a devastated future Earth and fight evil wherever they find it.
447,Penn Zero: Part-Time Hero,7.2,2014-2017,22,"Animation, Adventure, Comedy",TV-Y7,"1,989",Penn Zero is not your average kid - every day he's zapped into another dimension with his friends to save the world.
